model_name,model_url,model_task,model_category,readme_path
salmonhumorous/ukeiyo-style-diffusion,https://huggingface.co/salmonhumorous/ukeiyo-style-diffusion,text-to-image,multimodal,./model_cards/_noArch/salmonhumorous_ukeiyo-style-diffusion_README.md
ThrinathMphasis/layout,https://huggingface.co/ThrinathMphasis/layout,text-to-image,multimodal,./model_cards/_noArch/ThrinathMphasis_layout_README.md
Zlikwid/zlikwid,https://huggingface.co/Zlikwid/zlikwid,text-to-image,multimodal,./model_cards/_noArch/Zlikwid_zlikwid_README.md
NAWNIE/bleach-season-1-karukura-town-final,https://huggingface.co/NAWNIE/bleach-season-1-karukura-town-final,text-to-image,multimodal,./model_cards/_noArch/NAWNIE_bleach-season-1-karukura-town-final_README.md
hassanblend/hassanblend1.4,https://huggingface.co/hassanblend/hassanblend1.4,text-to-image,multimodal,./model_cards/_noArch/hassanblend_hassanblend1.4_README.md
Harrier/a2c-AntBulletEnv-v0,https://huggingface.co/Harrier/a2c-AntBulletEnv-v0,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Harrier_a2c-AntBulletEnv-v0_README.md
piEsposito/openpotionbottle-v1,https://huggingface.co/piEsposito/openpotionbottle-v1,text-to-image,multimodal,./model_cards/_noArch/piEsposito_openpotionbottle-v1_README.md
Linaqruf/hitokomoru-diffusion,https://huggingface.co/Linaqruf/hitokomoru-diffusion,text-to-image,multimodal,./model_cards/_noArch/Linaqruf_hitokomoru-diffusion_README.md
heyyai/cybertruck01,https://huggingface.co/heyyai/cybertruck01,text-to-image,multimodal,./model_cards/_noArch/heyyai_cybertruck01_README.md
WJ0830/distilbert-base-uncased-finetuned-squad-d5716d28,https://huggingface.co/WJ0830/distilbert-base-uncased-finetuned-squad-d5716d28,question-answering,natural-language-processing,./model_cards/_noArch/WJ0830_distilbert-base-uncased-finetuned-squad-d5716d28_README.md
thothai/ataturkai,https://huggingface.co/thothai/ataturkai,text-to-image,multimodal,./model_cards/_noArch/thothai_ataturkai_README.md
piEsposito/openpotionbottle-v2,https://huggingface.co/piEsposito/openpotionbottle-v2,text-to-image,multimodal,./model_cards/_noArch/piEsposito_openpotionbottle-v2_README.md
plasmo/food-crit,https://huggingface.co/plasmo/food-crit,text-to-image,multimodal,./model_cards/_noArch/plasmo_food-crit_README.md
ai-characters/4elements-diffusion,https://huggingface.co/ai-characters/4elements-diffusion,text-to-image,multimodal,./model_cards/_noArch/ai-characters_4elements-diffusion_README.md
TryStar/CloneDiffusion,https://huggingface.co/TryStar/CloneDiffusion,text-to-image,multimodal,./model_cards/_noArch/TryStar_CloneDiffusion_README.md
timm/vit_base_patch16_clip_224.openai_ft_in12k,https://huggingface.co/timm/vit_base_patch16_clip_224.openai_ft_in12k,image-classification,computer-vision,./model_cards/_noArch/timm_vit_base_patch16_clip_224.openai_ft_in12k_README.md
timm/vit_large_patch14_clip_336.openai_ft_in12k_in1k,https://huggingface.co/timm/vit_large_patch14_clip_336.openai_ft_in12k_in1k,image-classification,computer-vision,./model_cards/_noArch/timm_vit_large_patch14_clip_336.openai_ft_in12k_in1k_README.md
daniel-comet/stevediffusion-v2,https://huggingface.co/daniel-comet/stevediffusion-v2,text-to-image,multimodal,./model_cards/_noArch/daniel-comet_stevediffusion-v2_README.md
Avrik/abstract-anim-spritesheets,https://huggingface.co/Avrik/abstract-anim-spritesheets,text-to-image,multimodal,./model_cards/_noArch/Avrik_abstract-anim-spritesheets_README.md
mikesmodels/Waltz_with_Bashir_Diffusion,https://huggingface.co/mikesmodels/Waltz_with_Bashir_Diffusion,text-to-image,multimodal,./model_cards/_noArch/mikesmodels_Waltz_with_Bashir_Diffusion_README.md
daniel-comet/stevefussion-v3,https://huggingface.co/daniel-comet/stevefussion-v3,text-to-image,multimodal,./model_cards/_noArch/daniel-comet_stevefussion-v3_README.md
ana-tamais/2d-art-sprites,https://huggingface.co/ana-tamais/2d-art-sprites,text-to-image,multimodal,./model_cards/_noArch/ana-tamais_2d-art-sprites_README.md
sd-dreambooth-library/danreynolds,https://huggingface.co/sd-dreambooth-library/danreynolds,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_danreynolds_README.md
TUMxudashuai/ppo-LunarLander-v2,https://huggingface.co/TUMxudashuai/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/TUMxudashuai_ppo-LunarLander-v2_README.md
xiaolxl/Stable-diffusion-models,https://huggingface.co/xiaolxl/Stable-diffusion-models,text-to-image,multimodal,./model_cards/_noArch/xiaolxl_Stable-diffusion-models_README.md
PaddlePaddle/plato-mini,https://huggingface.co/PaddlePaddle/plato-mini,conversational,natural-language-processing,./model_cards/_noArch/PaddlePaddle_plato-mini_README.md
merve/model-broken-config,https://huggingface.co/merve/model-broken-config,tabular-classification,tabular,./model_cards/_noArch/merve_model-broken-config_README.md
BeeBeaver/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/BeeBeaver/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/BeeBeaver_q-FrozenLake-v1-4x4-noSlippery_README.md
Junglerally/Stable-BTD6,https://huggingface.co/Junglerally/Stable-BTD6,text-to-image,multimodal,./model_cards/_noArch/Junglerally_Stable-BTD6_README.md
SweepCake/LunarLander-v2-PPO-HFcourse,https://huggingface.co/SweepCake/LunarLander-v2-PPO-HFcourse,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/SweepCake_LunarLander-v2-PPO-HFcourse_README.md
volrath50/fantasy-card-diffusion,https://huggingface.co/volrath50/fantasy-card-diffusion,text-to-image,multimodal,./model_cards/_noArch/volrath50_fantasy-card-diffusion_README.md
datasciencemmw/old-beta1,https://huggingface.co/datasciencemmw/old-beta1,text-classification,natural-language-processing,./model_cards/_noArch/datasciencemmw_old-beta1_README.md
datasciencemmw/old-beta2,https://huggingface.co/datasciencemmw/old-beta2,text-classification,natural-language-processing,./model_cards/_noArch/datasciencemmw_old-beta2_README.md
motmono/Modified-Reinforce-PixelCopter,https://huggingface.co/motmono/Modified-Reinforce-PixelCopter,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/motmono_Modified-Reinforce-PixelCopter_README.md
masapasa/meddner,https://huggingface.co/masapasa/meddner,token-classification,natural-language-processing,./model_cards/_noArch/masapasa_meddner_README.md
alxdfy/noggles-5400fp16,https://huggingface.co/alxdfy/noggles-5400fp16,text-to-image,multimodal,./model_cards/_noArch/alxdfy_noggles-5400fp16_README.md
warrormac/autotrain-my-train-2209070896,https://huggingface.co/warrormac/autotrain-my-train-2209070896,translation,natural-language-processing,./model_cards/_noArch/warrormac_autotrain-my-train-2209070896_README.md
shi-labs/versatile-diffusion,https://huggingface.co/shi-labs/versatile-diffusion,text-to-image,multimodal,./model_cards/_noArch/shi-labs_versatile-diffusion_README.md
tuwonga/dbluth,https://huggingface.co/tuwonga/dbluth,text-to-image,multimodal,./model_cards/_noArch/tuwonga_dbluth_README.md
sd-dreambooth-library/pranav,https://huggingface.co/sd-dreambooth-library/pranav,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_pranav_README.md
sd-dreambooth-library/american-flag-cowboy-hat,https://huggingface.co/sd-dreambooth-library/american-flag-cowboy-hat,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_american-flag-cowboy-hat_README.md
sd-dreambooth-library/colorful-ball,https://huggingface.co/sd-dreambooth-library/colorful-ball,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_colorful-ball_README.md
plasmo/zombie-vector,https://huggingface.co/plasmo/zombie-vector,text-to-image,multimodal,./model_cards/_noArch/plasmo_zombie-vector_README.md
sd-dreambooth-library/taylorswift,https://huggingface.co/sd-dreambooth-library/taylorswift,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_taylorswift_README.md
MarcNg/fastspeech2-vi-infore,https://huggingface.co/MarcNg/fastspeech2-vi-infore,text-to-speech,audio,./model_cards/_noArch/MarcNg_fastspeech2-vi-infore_README.md
sd-dreambooth-library/christiano-ronaldo,https://huggingface.co/sd-dreambooth-library/christiano-ronaldo,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_christiano-ronaldo_README.md
juansebashr/ppo-LunarLander-v2,https://huggingface.co/juansebashr/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/juansebashr_ppo-LunarLander-v2_README.md
Chayo/ppo-LunarLander-v2,https://huggingface.co/Chayo/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Chayo_ppo-LunarLander-v2_README.md
popolin52/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/popolin52/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/popolin52_q-FrozenLake-v1-4x4-noSlippery_README.md
xaeroq/dqn-Qbert-v5,https://huggingface.co/xaeroq/dqn-Qbert-v5,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/xaeroq_dqn-Qbert-v5_README.md
crodri/autotrain-wikicat_es-2213570987,https://huggingface.co/crodri/autotrain-wikicat_es-2213570987,text-classification,natural-language-processing,./model_cards/_noArch/crodri_autotrain-wikicat_es-2213570987_README.md
GeneralAwareness/MirrorMask,https://huggingface.co/GeneralAwareness/MirrorMask,text-to-image,multimodal,./model_cards/_noArch/GeneralAwareness_MirrorMask_README.md
viba98/lineal-ic,https://huggingface.co/viba98/lineal-ic,text-to-image,multimodal,./model_cards/_noArch/viba98_lineal-ic_README.md
Ramos-Ramos/emb-gam-dino-resnet,https://huggingface.co/Ramos-Ramos/emb-gam-dino-resnet,tabular-classification,tabular,./model_cards/_noArch/Ramos-Ramos_emb-gam-dino-resnet_README.md
Z3R069/kuru-diffusion,https://huggingface.co/Z3R069/kuru-diffusion,text-to-image,multimodal,./model_cards/_noArch/Z3R069_kuru-diffusion_README.md
josiahkhor/en_triage_subject,https://huggingface.co/josiahkhor/en_triage_subject,text-classification,natural-language-processing,./model_cards/_noArch/josiahkhor_en_triage_subject_README.md
stabilityai/stable-diffusion-2,https://huggingface.co/stabilityai/stable-diffusion-2,text-to-image,multimodal,./model_cards/_noArch/stabilityai_stable-diffusion-2_README.md
crumb/alpha-wolf-dreambooth,https://huggingface.co/crumb/alpha-wolf-dreambooth,text-to-image,multimodal,./model_cards/_noArch/crumb_alpha-wolf-dreambooth_README.md
kontogiorgos/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/kontogiorgos/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/kontogiorgos_q-FrozenLake-v1-4x4-noSlippery_README.md
hr16/sofia-roses-3500,https://huggingface.co/hr16/sofia-roses-3500,text-to-image,multimodal,./model_cards/_noArch/hr16_sofia-roses-3500_README.md
phtutgo/Reinforce01,https://huggingface.co/phtutgo/Reinforce01,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/phtutgo_Reinforce01_README.md
stabilityai/stable-diffusion-2-base,https://huggingface.co/stabilityai/stable-diffusion-2-base,text-to-image,multimodal,./model_cards/_noArch/stabilityai_stable-diffusion-2-base_README.md
stabilityai/stable-diffusion-2-depth,https://huggingface.co/stabilityai/stable-diffusion-2-depth,text-to-image,multimodal,./model_cards/_noArch/stabilityai_stable-diffusion-2-depth_README.md
stabilityai/stable-diffusion-2-inpainting,https://huggingface.co/stabilityai/stable-diffusion-2-inpainting,text-to-image,multimodal,./model_cards/_noArch/stabilityai_stable-diffusion-2-inpainting_README.md
stabilityai/stable-diffusion-x4-upscaler,https://huggingface.co/stabilityai/stable-diffusion-x4-upscaler,text-to-image,multimodal,./model_cards/_noArch/stabilityai_stable-diffusion-x4-upscaler_README.md
kontogiorgos/q-Taxi-v3,https://huggingface.co/kontogiorgos/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/kontogiorgos_q-Taxi-v3_README.md
GenerativeApex/apexbadges-v1,https://huggingface.co/GenerativeApex/apexbadges-v1,text-to-image,multimodal,./model_cards/_noArch/GenerativeApex_apexbadges-v1_README.md
carlosdanielhernandezmena/stt_es_quartznet15x5_ft_ep53_944h,https://huggingface.co/carlosdanielhernandezmena/stt_es_quartznet15x5_ft_ep53_944h,automatic-speech-recognition,audio,./model_cards/_noArch/carlosdanielhernandezmena_stt_es_quartznet15x5_ft_ep53_944h_README.md
TUMxudashuai/DQN-LunarLander-v2,https://huggingface.co/TUMxudashuai/DQN-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/TUMxudashuai_DQN-LunarLander-v2_README.md
xaeroq/MLAgents-Pyramids,https://huggingface.co/xaeroq/MLAgents-Pyramids,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/xaeroq_MLAgents-Pyramids_README.md
sd-dreambooth-library/hog-rider,https://huggingface.co/sd-dreambooth-library/hog-rider,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_hog-rider_README.md
xaeroq/ppo-MsPacman-v5,https://huggingface.co/xaeroq/ppo-MsPacman-v5,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/xaeroq_ppo-MsPacman-v5_README.md
fffiloni/mr-men-and-little-misses,https://huggingface.co/fffiloni/mr-men-and-little-misses,text-to-image,multimodal,./model_cards/_noArch/fffiloni_mr-men-and-little-misses_README.md
ProGamerGov/Object-Taped-To-Wall-Diffusion-V1,https://huggingface.co/ProGamerGov/Object-Taped-To-Wall-Diffusion-V1,text-to-image,multimodal,./model_cards/_noArch/ProGamerGov_Object-Taped-To-Wall-Diffusion-V1_README.md
aspectcisco/ppo-LunarLander-v2,https://huggingface.co/aspectcisco/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/aspectcisco_ppo-LunarLander-v2_README.md
Fansy/poison,https://huggingface.co/Fansy/poison,text-to-image,multimodal,./model_cards/_noArch/Fansy_poison_README.md
carlosdanielhernandezmena/stt_is_quartznet15x5_ft_ep56_875h,https://huggingface.co/carlosdanielhernandezmena/stt_is_quartznet15x5_ft_ep56_875h,automatic-speech-recognition,audio,./model_cards/_noArch/carlosdanielhernandezmena_stt_is_quartznet15x5_ft_ep56_875h_README.md
Hirokusa/sksuminaoshisimabu,https://huggingface.co/Hirokusa/sksuminaoshisimabu,text-to-image,multimodal,./model_cards/_noArch/Hirokusa_sksuminaoshisimabu_README.md
sd-dreambooth-library/sksuminaoshishimabu,https://huggingface.co/sd-dreambooth-library/sksuminaoshishimabu,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_sksuminaoshishimabu_README.md
sd-dreambooth-library/sksseisupusyamuzero,https://huggingface.co/sd-dreambooth-library/sksseisupusyamuzero,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_sksseisupusyamuzero_README.md
morgansoftware/LunarLander-v2,https://huggingface.co/morgansoftware/LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/morgansoftware_LunarLander-v2_README.md
ukiyomemes/princess-knight-1123,https://huggingface.co/ukiyomemes/princess-knight-1123,text-to-image,multimodal,./model_cards/_noArch/ukiyomemes_princess-knight-1123_README.md
sd-dreambooth-library/sksbinjousoudayo,https://huggingface.co/sd-dreambooth-library/sksbinjousoudayo,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_sksbinjousoudayo_README.md
Galeros/a2c-AntBulletEnv-v0,https://huggingface.co/Galeros/a2c-AntBulletEnv-v0,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Galeros_a2c-AntBulletEnv-v0_README.md
naclbit/trinart_derrida_characters_v2_stable_diffusion,https://huggingface.co/naclbit/trinart_derrida_characters_v2_stable_diffusion,text-to-image,multimodal,./model_cards/_noArch/naclbit_trinart_derrida_characters_v2_stable_diffusion_README.md
dnwalkup/StableDiffusion-v1-Releases,https://huggingface.co/dnwalkup/StableDiffusion-v1-Releases,text-to-image,multimodal,./model_cards/_noArch/dnwalkup_StableDiffusion-v1-Releases_README.md
feabries/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/feabries/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/feabries_q-FrozenLake-v1-4x4-noSlippery_README.md
feabries/q-Taxi-v3,https://huggingface.co/feabries/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/feabries_q-Taxi-v3_README.md
plasmo/voxel-ish,https://huggingface.co/plasmo/voxel-ish,text-to-image,multimodal,./model_cards/_noArch/plasmo_voxel-ish_README.md
gldalessandro/stable-diffusion-lowp,https://huggingface.co/gldalessandro/stable-diffusion-lowp,text-to-image,multimodal,./model_cards/_noArch/gldalessandro_stable-diffusion-lowp_README.md
rolosaCBTech/autotrain-mt5_xlsum_msamsum-2231571360,https://huggingface.co/rolosaCBTech/autotrain-mt5_xlsum_msamsum-2231571360,summarization,natural-language-processing,./model_cards/_noArch/rolosaCBTech_autotrain-mt5_xlsum_msamsum-2231571360_README.md
tomohiroliu/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/tomohiroliu/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/tomohiroliu_q-FrozenLake-v1-4x4-noSlippery_README.md
aspectcisco/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/aspectcisco/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/aspectcisco_q-FrozenLake-v1-4x4-noSlippery_README.md
aspectcisco/q-Taxi-v3,https://huggingface.co/aspectcisco/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/aspectcisco_q-Taxi-v3_README.md
email81227/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/email81227/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/email81227_q-FrozenLake-v1-4x4-noSlippery_README.md
email81227/q-Taxi-v3,https://huggingface.co/email81227/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/email81227_q-Taxi-v3_README.md
popolin52/q-Taxi-v3,https://huggingface.co/popolin52/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/popolin52_q-Taxi-v3_README.md
tomohiroliu/q-Taxi-v5,https://huggingface.co/tomohiroliu/q-Taxi-v5,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/tomohiroliu_q-Taxi-v5_README.md
aliosmankaya/structured_arr_model_1_dim,https://huggingface.co/aliosmankaya/structured_arr_model_1_dim,tabular-classification,tabular,./model_cards/_noArch/aliosmankaya_structured_arr_model_1_dim_README.md
sd-dreambooth-library/estelle-sims-style,https://huggingface.co/sd-dreambooth-library/estelle-sims-style,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_estelle-sims-style_README.md
mufasanft/Ghibli-Diffusion,https://huggingface.co/mufasanft/Ghibli-Diffusion,text-to-image,multimodal,./model_cards/_noArch/mufasanft_Ghibli-Diffusion_README.md
nitrosocke/Future-Diffusion,https://huggingface.co/nitrosocke/Future-Diffusion,text-to-image,multimodal,./model_cards/_noArch/nitrosocke_Future-Diffusion_README.md
teacookies/autotrain-25112022-cert-2235671445,https://huggingface.co/teacookies/autotrain-25112022-cert-2235671445,token-classification,natural-language-processing,./model_cards/_noArch/teacookies_autotrain-25112022-cert-2235671445_README.md
imjunaidafzal/saqib-v2,https://huggingface.co/imjunaidafzal/saqib-v2,text-to-image,multimodal,./model_cards/_noArch/imjunaidafzal_saqib-v2_README.md
teacookies/autotrain-25112022-cert2-2236171465,https://huggingface.co/teacookies/autotrain-25112022-cert2-2236171465,token-classification,natural-language-processing,./model_cards/_noArch/teacookies_autotrain-25112022-cert2-2236171465_README.md
Envvi/Inkpunk-Diffusion,https://huggingface.co/Envvi/Inkpunk-Diffusion,text-to-image,multimodal,./model_cards/_noArch/Envvi_Inkpunk-Diffusion_README.md
asdff8fa7/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/asdff8fa7/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/asdff8fa7_q-FrozenLake-v1-4x4-noSlippery_README.md
Z3R069/rayyan,https://huggingface.co/Z3R069/rayyan,text-to-image,multimodal,./model_cards/_noArch/Z3R069_rayyan_README.md
osanseviero/huggingface2,https://huggingface.co/osanseviero/huggingface2,text-to-image,multimodal,./model_cards/_noArch/osanseviero_huggingface2_README.md
Abhilashvj/openjourney_copy,https://huggingface.co/Abhilashvj/openjourney_copy,text-to-image,multimodal,./model_cards/_noArch/Abhilashvj_openjourney_copy_README.md
nalisten1/nalisten-likeness-1,https://huggingface.co/nalisten1/nalisten-likeness-1,text-to-image,multimodal,./model_cards/_noArch/nalisten1_nalisten-likeness-1_README.md
scikit-learn/transformers-imdb,https://huggingface.co/scikit-learn/transformers-imdb,text-classification,natural-language-processing,./model_cards/_noArch/scikit-learn_transformers-imdb_README.md
sadjava/ppo-LunarLander-v2,https://huggingface.co/sadjava/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/sadjava_ppo-LunarLander-v2_README.md
fffiloni/mr-and-misses-v2,https://huggingface.co/fffiloni/mr-and-misses-v2,text-to-image,multimodal,./model_cards/_noArch/fffiloni_mr-and-misses-v2_README.md
jerpint/whisper,https://huggingface.co/jerpint/whisper,translation,natural-language-processing,./model_cards/_noArch/jerpint_whisper_README.md
plasmo/vox2,https://huggingface.co/plasmo/vox2,text-to-image,multimodal,./model_cards/_noArch/plasmo_vox2_README.md
TUMxudashuai/ppo-CartPole-v1,https://huggingface.co/TUMxudashuai/ppo-CartPole-v1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/TUMxudashuai_ppo-CartPole-v1_README.md
dicquiloan/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/dicquiloan/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/dicquiloan_q-FrozenLake-v1-4x4-noSlippery_README.md
plasmo/woolitize,https://huggingface.co/plasmo/woolitize,text-to-image,multimodal,./model_cards/_noArch/plasmo_woolitize_README.md
sd-dreambooth-library/skshikakinotonoderugomi,https://huggingface.co/sd-dreambooth-library/skshikakinotonoderugomi,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_skshikakinotonoderugomi_README.md
asdff8fa7/q-Taxi-v3,https://huggingface.co/asdff8fa7/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/asdff8fa7_q-Taxi-v3_README.md
flax/stable-diffusion-2,https://huggingface.co/flax/stable-diffusion-2,text-to-image,multimodal,./model_cards/_noArch/flax_stable-diffusion-2_README.md
flax/stable-diffusion-2-base,https://huggingface.co/flax/stable-diffusion-2-base,text-to-image,multimodal,./model_cards/_noArch/flax_stable-diffusion-2-base_README.md
elRivx/gLWoman,https://huggingface.co/elRivx/gLWoman,text-to-image,multimodal,./model_cards/_noArch/elRivx_gLWoman_README.md
dicquiloan/q-FrozenLake-v1-8x8-noSlippery,https://huggingface.co/dicquiloan/q-FrozenLake-v1-8x8-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/dicquiloan_q-FrozenLake-v1-8x8-noSlippery_README.md
2haloes/teamfortress2_engineer_HiFi-GAN,https://huggingface.co/2haloes/teamfortress2_engineer_HiFi-GAN,text-to-speech,audio,./model_cards/_noArch/2haloes_teamfortress2_engineer_HiFi-GAN_README.md
Aybeeceedee/knollingcase,https://huggingface.co/Aybeeceedee/knollingcase,text-to-image,multimodal,./model_cards/_noArch/Aybeeceedee_knollingcase_README.md
haor/Evt_V3,https://huggingface.co/haor/Evt_V3,text-to-image,multimodal,./model_cards/_noArch/haor_Evt_V3_README.md
PaulMohr/breadfusion-v1.5,https://huggingface.co/PaulMohr/breadfusion-v1.5,text-to-image,multimodal,./model_cards/_noArch/PaulMohr_breadfusion-v1.5_README.md
sd-dreambooth-library/house-emblem,https://huggingface.co/sd-dreambooth-library/house-emblem,text-to-image,multimodal,./model_cards/_noArch/sd-dreambooth-library_house-emblem_README.md
apurik-parv/abstract-nature-pattern-v1-2,https://huggingface.co/apurik-parv/abstract-nature-pattern-v1-2,text-to-image,multimodal,./model_cards/_noArch/apurik-parv_abstract-nature-pattern-v1-2_README.md
DaliborH/hlista,https://huggingface.co/DaliborH/hlista,text-to-image,multimodal,./model_cards/_noArch/DaliborH_hlista_README.md
TheLastBen/wingview-640px,https://huggingface.co/TheLastBen/wingview-640px,text-to-image,multimodal,./model_cards/_noArch/TheLastBen_wingview-640px_README.md
Overtronic/bear,https://huggingface.co/Overtronic/bear,text-to-image,multimodal,./model_cards/_noArch/Overtronic_bear_README.md
cmudrc/microstructure-colorization,https://huggingface.co/cmudrc/microstructure-colorization,image-to-image,computer-vision,./model_cards/_noArch/cmudrc_microstructure-colorization_README.md
dreamlike-art/dreamlike-photoreal-1.0,https://huggingface.co/dreamlike-art/dreamlike-photoreal-1.0,text-to-image,multimodal,./model_cards/_noArch/dreamlike-art_dreamlike-photoreal-1.0_README.md
jutaporn37678/stable-diffusion-v1-0,https://huggingface.co/jutaporn37678/stable-diffusion-v1-0,text-to-image,multimodal,./model_cards/_noArch/jutaporn37678_stable-diffusion-v1-0_README.md
alea31415/kodaka-saki-extreme-hearts,https://huggingface.co/alea31415/kodaka-saki-extreme-hearts,text-to-image,multimodal,./model_cards/_noArch/alea31415_kodaka-saki-extreme-hearts_README.md
cmudrc/2d-lattice-encoder,https://huggingface.co/cmudrc/2d-lattice-encoder,feature-extraction,multimodal,./model_cards/_noArch/cmudrc_2d-lattice-encoder_README.md
cmudrc/2d-lattice-decoder,https://huggingface.co/cmudrc/2d-lattice-decoder,unconditional-image-generation,computer-vision,./model_cards/_noArch/cmudrc_2d-lattice-decoder_README.md
Ryosuke/an2-stable-diffusion,https://huggingface.co/Ryosuke/an2-stable-diffusion,text-to-image,multimodal,./model_cards/_noArch/Ryosuke_an2-stable-diffusion_README.md
kingery/hyc-01-sdv1-5-2e-6-1500-man-ddim,https://huggingface.co/kingery/hyc-01-sdv1-5-2e-6-1500-man-ddim,text-to-image,multimodal,./model_cards/_noArch/kingery_hyc-01-sdv1-5-2e-6-1500-man-ddim_README.md
BeeBeaver/q-Taxi-v3,https://huggingface.co/BeeBeaver/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/BeeBeaver_q-Taxi-v3_README.md
sadjava/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/sadjava/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/sadjava_q-FrozenLake-v1-4x4-noSlippery_README.md
kingery/zrn-01-sdv1-5-1e-6-1500-woman-ddim,https://huggingface.co/kingery/zrn-01-sdv1-5-1e-6-1500-woman-ddim,text-to-image,multimodal,./model_cards/_noArch/kingery_zrn-01-sdv1-5-1e-6-1500-woman-ddim_README.md
hr16/ira-olympus-3200,https://huggingface.co/hr16/ira-olympus-3200,text-to-image,multimodal,./model_cards/_noArch/hr16_ira-olympus-3200_README.md
sadjava/q-Taxi-v3,https://huggingface.co/sadjava/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/sadjava_q-Taxi-v3_README.md
hr16/noah-titan-5000-8e-7,https://huggingface.co/hr16/noah-titan-5000-8e-7,text-to-image,multimodal,./model_cards/_noArch/hr16_noah-titan-5000-8e-7_README.md
yesyesjaewook/jets-jaewook-ko,https://huggingface.co/yesyesjaewook/jets-jaewook-ko,text-to-speech,audio,./model_cards/_noArch/yesyesjaewook_jets-jaewook-ko_README.md
