id,text,emotions
31997,i got up feeling quite irritable but somehow against my expectations the profound anxiety id felt over the past few days was gone,anger
49879,i feel like my summer days are so precious to me for some reason,joy
85193,i put into these boards id feel really idiotic to have to self censor,sadness
30433,i were honest i could admit to those feelings from time to time but as jonah knows god is gracious and lucky for jonah and me god is still gracious gracious to people like us,love
33996,im watching the guys prepare for missions review the intelligence reports and talk about their jobs and already i feel a sense of longing to be a part of that mission again,love
39429,i was feeling helpless as i could not explain it to him,fear
45238,i think secretly he gets some sort of satisfaction knowing i havent gotten over him and feel tortured because i could never have him,anger
33769,i see his picture and i cant help but feel shy,fear
41706,i feel is that we do not a title see also need ideas for a sweet,joy
38329,i legitimately came up with on my own feels selfish or egocentric,anger
44093,i feel like my presence my very being is hated here,sadness
23420,i love the way it feels i love its permanence i love the nostalgic feeling of keys under my fingertips,love
90586,i start to feel despairing that the snow will ever melt,sadness
68148,i hate that i feel so victimized by your threats,sadness
77515,i know i d be facing a lot of sneering and derision the moment i publish this but the hell i care this is my blog and i m feeling all shitty and depressed right now so please just bare with me will you,sadness
23360,i feel like they hated me but i m too scared to listen to the tape,anger
32608,im feeling nostalgic upon seeing this familiar backdrop,love
40374,i feel im not smart enough,joy
32400,i feel exhausted and grateful that all i have to do is support myself,sadness
110991,i tend to go bare lipped for work and with a nude or light pink lip balm gloss and a light red if i m feeling particularly brave have actually had time to put it on in the minute rush before i leave my flat in the morning,joy
15009,i feel as if im falling in a vicious circle is my vision the interesting one,anger
127983,ill just end with saying that its the greatest feeling in the world to see exh opening up and being adventurous in this way,joy
14882,i feel so loved by all of you,love
44007,im feeling apprehensive or resistant to something new or different once i get over myself i can usually settle down and resign myself to a level of faith that allows me to accept what appears to be my fate,fear
2615,i also feel a tad resentful because i don t have access to and have no idea how to use such software,anger
58007,i feel that this is another trap and honestly we can look foolish to the world when we warn unsaved friends and family that certain things will happen as predicted by this or that prophet and then they dont happen the way we have said,sadness
96253,i love comments so please feel free to leave them,joy
118793,i was feeling adventurous so i made some kale chips inspired by a href http www,joy
9609,i feel i owe my adoring fans a lj entry every once and a while,love
47257,i feel my relationship with my other patron has been ignored,sadness
74802,i just feel kind of completely defeated today,sadness
43501,i feel like it title share on facebook facebook a target blank rel nofollow class twitter href http twitter,sadness
27184,i think god is gently showing me in a way that doesnt feel gentle at all to me that there are much deeper levels to being loved,love
44987,im feeling socially pressured i can tell lou i need some anti social time,fear
117742,i was years old at the time i was appalled by the vapidness of self reference by musicians who feel theyre oh so fucking clever and ive been distrustful of most who have tried since,joy
34742,i feel ecstatic about my show because this is the first awards function which i will perform this year,joy
40224,i feel i want to reach back and pull some of those parts of her back into myself because theyre such useful tools for my onward journey,joy
36725,i think im scared of feeling shy when they ask me about it x hai yai yai xd nvm i shall take a nap since the weather looks pretty good,fear
59198,i feel reassured in my musical convictions and wish to congratulate radiohead in their many accomplishments,joy
4426,i am feeling mad bb fomo right now a href http twitter,anger
107213,i should take my cue from the title of this post but i am feeling adventurous and no one is following so what the heck,joy
57291,i feel privileged that god has given me gifts beyond the furthest reaches of my imagination in the physical form of my children,joy
28881,i keep telling people that i am dissertating and i feel weird using the word,fear
25786,i feel all gloomy n crap and i hope ill manage to pull up a face in front of all the kids im meeting today which i havnt seen in years,sadness
26542,i still feel i would say that i have accepted my mothers passing,love
77413,i know how you are feeling that you feel hopeless useless fat ugly i can never lose weight at my age why bother right,sadness
88963,i should enter something in the blog so it doesnt feel ignored,sadness
69254,i feel that things are going well and we have a great rapport with each other,joy
389,found out that someone i knew well has been misunderstanding me for years,anger
7469,i am left feeling unimportant unheard unvalidated,sadness
44498,i feel like before my mission i was sometimes casual in keeping commandments but im understanding more how important and wonderful commandments are,joy
23375,i do like to keep it real and so if i feel that to be truthful and write what im feeling theres no shame in that its human will give me some clarity or maybe help someone whos going through what i am,joy
6434,i feel strange going homeopathic after such a long time,surprise
24150,i do when im feeling brave i went around introducing myself and sir because he was actually able to come with me this time,joy
49019,i was not to look at his face or catch his eye while i was there i cant shake the feeling hes annoyed to see me there,anger
97025,i love the emotion that comes with music and how it can make us feel i am so thankful for the gift of music,joy
15280,i could be badass about it but right now im feeling more this is dumb than this is awesome,sadness
47603,ive read a few blog posts and articles in response to this mostly saying women shouldnt feel pressured by the world to look a certain way,fear
103774,i really feel as though i need to establish an acceptable life for myself before i can consider myself mentally prepared enough for any kind of schooling,joy
17440,i feel nervous wondering if we ll be getting another damaging storm then of course there are days when just i look up at the sky and think about god heaven loved ones who have already passed away and loved ones who will pass away in the future,fear
5846,i can cope with his presence without feeling distressed if i can force myself into a quiet and resigned friendship,fear
20284,i feel so overwhelmed by it that i feel it my overflow and begin to flow from my fingertips and and burst from beneath my skin,fear
29245,i know i love math and it feels so weird not teaching it but i think the change will be good and it will be a good challenge for me,fear
93201,i know that i ll always feel successful in my life if the next program that i create is created because i genuinely wanted to create it because frankly i couldn t stop thinking about creating it,joy
10443,i read two of the books from my march tbr stack and both of them were the kind of book you fall into headfirst and feel dazed when hours later you come up for air,surprise
95592,i literally could feel an amused grin spreading all over my abdomen amp could not stop my face from smiling in response,joy
99389,i miss you i miss the chats but it is the any old chats and they used to always lead to making each other feel special not what we have now where we fight or we chat but hold back for fear of fighting or things going astray,joy
6916,i am going to stop letting the little things overwhelm me like meal planning and keeping the laundry pile under control and instead i am going to plan fun outings and our next camping trip things to look forward to instead of feeling regretful about not keeping up with the daily grind,sadness
92498,i still know id feel awkward and ashamed for what they did and for what i was subjected to,sadness
13312,i winced some as he felt some of miyavi s rage he managed to hold onto shiro feeling a bit dazed himself,surprise
18523,i continue however i feel like i must address a comment that is sure to arise,joy
29611,i know that my sweet client would have welcomed my girls but i didnt want them to make anyone feel nervous or distracted,fear
44089,i feel like a runner share on facebook a href http delicious,joy
22691,i do feel hopeful again never discount the medicinal value of hopefulness,joy
67959,i hate him for being weak and i feel awful because it feels like im wrong for feeling that way,sadness
28137,i feel bad that chris is so allergic but alex and i are cat people,sadness
14333,i feel almost rude not knowng,anger
3052,i always feel like i m being impolite if i send it someplace else,anger
74736,i just feel hopeless lost overwhelmed wondering how we will go on like this,sadness
8188,i feel badly that i didnt reply to your suggestions about meeting face to face nor to your gracious offer of hospitality if im ever in the cincinnati area or can arrange to get there,love
6370,i feel somewhat dazed,surprise
2446,i allowed to feel a bit grumpy that she is years younger than me,anger
15217,i can feel that this is going to be a popular week with lots of fab entries as we all use buttons on our projects in one way or another,joy
1618,i admit to feeling more assured knowing if the internal parts are of higher quality than most,joy
11678,i feel about these uptight ass sores fuck the gay police,fear
120171,i was feeling rather inspired,joy
795,when i passed the ba exams with first class results,joy
82724,i must have picked it up when i left the confines and safety of my house for a few hours on sunday but ive been feeling really bad ever since with an upset tum and the worst headache you can imagine,sadness
90094,i just feel like i am not sure i will get there,joy
105045,i went through most of the summer feeling like everyone disliked me,sadness
94630,i let this happen why cant i keep my feelifng to myself why am i so trusting and forgiving and why do i look to the best of ppl,joy
118221,i was blushing and feeling terrific too,joy
80390,i look at it and it just feels and looks so ugly to me,sadness
123566,i went to bed feeling hopeful but uncertain,joy
10796,i am petrified of when he starts university because i have a strong feeling hes going to meet someone who is gorgeous smart caring,joy
82018,i happen to surround myself with the before forbidden male company and i am enjoying myself more than ever i learned to feel satisfied and happy without having to have pleased anyone else,joy
44265,i feel like aliens should be the prototype for any sequel to a wildly successful and revered movie,joy
29574,i know that i should be pulling together lecture material for next week so that i dont end up feeling frantic on sunday but i just dont want to,fear
15312,i feel bitchy,anger
31076,i feel disturbed when i see people break into pieces right in front of me because of love,sadness
5553,i dig it and i feel like supporting him,love
72627,i feel truly blessed to be on my own path,joy
108018,i would feel ungrateful not to honor it,sadness
65471,i guess a lot of parents feel that way and kids can be naturally ungrateful,sadness
34418,i sort of like the way this meditation session runs its very simple but it also makes me feel a bit uncomfortable,fear
120354,i was feeling so confident that i thought that me actively deciding to indulge slightly would be okay,joy
71670,i have only been asked this question a couple times since i have been here but i have always responded with i miss certain things about home but i don t feel really homesick yet,sadness
97158,i used to feel awkward when i was single and at social functions etc,sadness
806,i am and feeling accepted by others has been challenging,love
74477,i feel very relieved at the outcome encouraged for our future and have deep trust with our elders,joy
17901,i feel your love coming to me like a breeze in the wind my passion flows more for you next to me in this openness it is you i can only see my love let us lay amongst the field of daisies and flowers and disregard all time we will be romantic for hours dom colucci,love
12894,i assert that it is better to feel rich than it is to actually be rich,joy
71108,i have just invented to describe my feelings about this book embarrassment empathy when youre just so embarrassed for a character on page or screen that you have to hide your face until its over because its all too much to bear,sadness
78130,i get a little tired of remaking certain things but this is one i feel thrilled to continue making,joy
3261,i am feeling rather hesitant about the entire thing,fear
492,i am feeling a little overwhelmed lately,surprise
98859,i wanted to go get checked out but im feeling like this is just a terrible terrible cold not even influenza ish and getting better by the day,sadness
68078,i feel that its important for little girls to follow strong female characters but i also feel that its important for boys to do the same,joy
17754,i feel paranoid and i dont like not being good at something a fact which my dancing efforts showed me i thought christmas was meant to be fun,fear
77190,i know for a fact that if someone knew that you were feeling those things unloved rejected boring it would seriously not only come as a huge surprise but also be shown to be the absolute lie that it is,sadness
3997,i am feeling completely irritated right now and i have no idea why maybe because he is usually just getting home from school so the last hour of these god awful videos have imposed on my time,anger
11120,i am sensing something in me that is feeling a strong attraction,joy
4471,i am feeling a little homesick again already xd,sadness
69456,i feel that this prepares my brain for creative endeavors,joy
31801,i now feel less doubtful towards that person about his her sincerity in rebuilding our relationship,fear
8976,i am going to learn how to do cryptic crosswords so that i feel smart and accomplished,joy
81277,i had heard that did not feel pleasant at all but it didnt feel bad at all luckily,joy
51544,i feel so burdened and equally blessed,sadness
50227,i wish i could dance swing then i definitely feel no cold,anger
85239,i put this shield around my heart and everytime i feel like i was just heartbroken the shield becomes thicker and thicker and eventually no ones gonna be able to get to my heart nor will i able to love again for certain,sadness
92266,i still feel this fill in the blank pain i deeply and completely accept myself,sadness
8751,i do feel a bit fearful that he might be feeling stressed to be drinking so much,fear
68918,i have a feeling we would be embarrassed by what we saw,sadness
70577,i feel the need to brush up on my own artistic skills if i dont progress beyond stick men soon nikki will catch me up,joy
907,in a sadist provoked my sister in my presence he tried to force my sister into accompanying him to his place,anger
18006,i didnt feel cheated or deprived,sadness
24396,i feel a bit unprotected from it,sadness
4735,i am sure that many people would feel safer if the fbi were investigating more suspicious incidents,fear
5106,i feel like ive gained five pounds this week but was surprised to see on the scale this morning,surprise
101902,i was feeling so homesick and honestly i was a little confused as to why god even brought me here,sadness
8130,i hate how they are sometimes and they do exasperate me more than i could ever be exasperated here but why do i still feel most at ease amongst those strange chaotic violent corrupt yet curiously happy creatures,surprise
120554,i was feeling the shame of my wife looking at me and thinking he s not smart or handy enough anymore what a loser,joy
23894,i feel more vicious is when the beings are much closer to me or are actually attacking when im happy or peaceful then theyre at a distance,anger
11136,i call a friend and hear news that makes me ecstatically happy sitting up straight in my chair i feel myself grow a little weepy,sadness
3449,i always feel that if i havent posted for a couple of weeks i should follow it up with something worthwhile,joy
94241,i left feeling lighter relieved emmotionally and spirutally,joy
65964,i guess not having someone besides kirk begging for my time makes me feel unimportant,sadness
100430,i was feeling disappointed in people and the conformity of daily life i would be pulled toward its promise of uniqueness and expression,sadness
6996,i feel totally stunned but somewhat better now that ive had a chance to look up a few answers in my notes,surprise
66474,i had all of those thoughts but chose never to express them to you in any way then would you feel less abused by me,sadness
47741,i was feeling enraged by the whole thing on and off for a couple days after,anger
124088,i will feel brave enough to say this one day,joy
37766,i feel happy instantly when i walk in the door,joy
129363,im feeling a bit more sociable now although i dont think ill be able to express everything i want to say,joy
75443,i just feel so numb i dont know whats happening,sadness
22976,i dunno i m feeling a bit troubled right now and i just felt like writing might make it better,sadness
40458,i feel if a lot more of the celebrities footballers and musicians actually gave more towards eco friendly causes it would help a lot we would be able to make technologies to cut down on emissions make eco friendly tools and in the long run stop all illnesses that occur from the environment,joy
23143,i end up feeling drained by the process of putting heart mind and soul into words and on the black screen of my text editor,sadness
15586,i feel that as our society tries to move towards a more gracious place for everyone such inhumane behaviour by anyone should never be tolerated,love
40536,i feel immensely happy at the greatness of god,joy
71636,i have observed that i do now vary my body language and tone of voice automatically in response to a conversation partner and feel the report this creates on an emotional level nobody actually taught this to me,sadness
31818,i feel embarrassed if anyone were to stop by and see the state of my house enough that i wish i could pretend we werent even home when someone does stop by,sadness
37917,i feel he is achieve some wonderful goals,joy
22524,i feel like its a vicious cirlce and even when i try to lose it i end up giving up,anger
106719,i woke up feeling shitty and allowed that mood to dictate my morning through hiding from myself in a computer game of chess,sadness
102109,i philosophy has been a perfect match for our family and the independence that they feel is just overwhelmingly joyful for them at times when i ask them to do things like go mow the lawn dj,joy
61754,i feel which we should be punished or finished to feel bad since we left my ex husband as well as busted my child s life,sadness
51701,i feel so defeated and deflated,sadness
35095,i feel enriched by the experience and felt it worthwhile,joy
45724,i feel like will has been in denial of last summers tragic turn of events now that he has four more in his possession at gramma camp,sadness
82791,i have a feeling she wont need it as shes one smart little cookie,joy
114771,im going to have to pace myself though because if i eat too much then that is when i feel lousy for the rest of the night,sadness
6586,i am feeling very lonely as i have no friends left now and pray help comes for holly soon,sadness
17653,i feel was relatively gracious since i was sort of the one who was uh semi dumped she continues to be peculiarly distant and impassive about spending time with me,love
43063,i feel its truthful to say that in the swim the moment you happen to be percent a mile out in the open drinking water you happen to be fairly nicely dedicated,joy
1030,i am so much happier here but i also am feeling a bit overwhelmed as my to do list at home and work gets longer and i dont seem to be making progress on things,surprise
136082,im not feeling too clever at the moment,joy
104560,i wasn t in tune with any sort of feelings other than numb,sadness
16484,i can t help but feel proud to be a padres fan at this time,joy
35903,i feel fairly rich overall,joy
23810,i do not really know how i feel but i am thankful that god has made a way for her to have hope and a future because the person who was standing in her way is no longer there,joy
28130,i feel bad starting a new topic each time i feel like saying something but i guess thats the point of a message board,sadness
79605,i got the feeling this weekend many of those runners were not casual,joy
16929,i did feel a little ugly at the gym but decided i didn t care,sadness
96576,i try to be perfect in my own strength and power which normally ends up leaving me frustrated and feeling worthless,sadness
18189,i cleaned up the porch too so i feel pretty dmaned virtuous,joy
55338,i feel oh so glamorous looking super fabulous sometimes im insecure something i cant ignore all the flashing cameras try my best to handle it modling my lil sis say mashalla,joy
48432,i was feeling so fucked up and it was a pretty warm night,anger
2617,i approach the end of this course finally i am already feeling a little nostalgic,love
23006,i feel like something isnt going to work i pull away from people sometimes to the extent of being hostile towards them but mostly not feeling very talkative even while i am being talkative with other people or finding things that they do annoying or moreso than i would normally,anger
17218,i feel truly accepted nurtured cared for and loved,love
14152,i feel rather fond of her though i haven t really had the chance to get to know her,love
44610,i feel like burton is a hugely talented writer but that this book just wasnt right for me,joy
50138,i feel like people here gordon are more friendly than back home said peter,joy
62274,i feel so gracious to be sitting typing and hear the sounds of my family sleeping,joy
14827,i feel annoyed when you ask to help knowing that i would actually get it done faster by myself,anger
7386,i am learning daily is to take responsibility for my own hurts wounds and healing although it feels unpleasant it gets the job of moving from trauma to wholeness done,sadness
39237,i mean hes just so sweet to bea and i feel like he totally understands her but on the other hand is also dangerous because hes a vampire,anger
22687,i feel like my brain cells have been given a violent shake up,anger
816,i am here it feels like it flew by in a dazed and confused haze,surprise
4183,i cant assistance feeling thats been loyal in the end and that the open has played a blinder this election,love
26657,i feel so dissatisfied with my life and everything i have,anger
103424,i realized that oh i have these feelings and i think that was a really precious experience for me,joy
61474,i feel victimized by the police sometimes as though they arent so much law enforcers as they are revenue generators for the city but still i understand their positions and respect the danger they put themselves in ultimately to keep others safe,sadness
35304,i still feel a bit unsure when i learn stuff by myself about whether i am learning the stuff the right way or i am just getting it done some way,fear
10780,i am passionate about helping people to train their mind to feel more relaxed,joy
66722,i feel that every committee can play a vital role,joy
127059,i write when i feel inspired,joy
38834,i love hearing such illustrative examples of gods goodness but deep in the recesses of my soul i still feel that tinge of envious heartache,anger
32585,i had been too shocked to feel angry,anger
38635,i was able to secure a third autograph from the year old urias i feel weird just typing that and even older thinking about it on another photo and with my new blue sharpie,fear
134303,im feeling happy and excited,joy
39514,i was feeling kinda insecure about a lot of things lately so a hefty amount of history readings and class presentations are a welcome respite to my semi boring life,fear
17365,i feel very blessed to have the sisters i do,love
7456,i am left feeling regretful uncertain and sad,sadness
68734,i have a feeling something else has disturbed her,sadness
11336,i start to feel a little curious,surprise
42376,i feel it is vital to work on all aspects of their learning everyday,joy
83856,i have always thought of a guitar as the instrument of choice when it comes to being entertained and so it is this feeling of being entertained that comes to me when i hear it in mass,joy
23937,i do run if feels fabulous,joy
13115,i can t help feeling this weirdness though like we are on the brink of the goodness spilling over into a messy mismanaged place like etsy,sadness
112856,i think things are better organised nowadays i think the results of most good quality games reflect that but theres still the problem where i feel engineers go for the most clever approach as opposed to the most optimised and sensible way he adds,joy
25927,i dont have to but i feel super bad for taking so many days off for trip sunnus sports camp alr,joy
72872,i have wondered if i should give a few ppl second chance but until i feel that my relationship with tyler is doomed i wont do it,sadness
19687,i have a feeling i ll soon be that very horny guy again after i post one more bw image that i like and we ll see what comes next,love
56973,i feel that anna shouldnt be blamed for what the writers have given her,sadness
82072,i mean this is common i feel half hopeless but still full of faith,sadness
55341,i feel something unpleasant when i can t stop to pee for miles because even though jim crow is over no one in my car wants to risk a fight jail death because i forgot to tinkle in the last place we saw brown people walking around,sadness
35902,i still play and interact with him all day long i feel a lot less frantic that i must maximize every minute,fear
28656,i want to feel you from the inside out my fingers ache to slip in between the tender folds of flesh i can hear calling me you could pretend that you dont feel the same but in a matter of moments we both know youll scream my name,love
13542,i believe that feelings while truthful aren t always a reliable indicator of the truth,joy
47879,i was feeling grumpy for several reasons,anger
60630,i feel search engine marketing plays very important function for every internet website,joy
23385,i envision all kinds of awful things happening beyond my control and it feels terrible,sadness
18516,i get defensive feeling attacked and wanting to run away to my beloved queers of all persuasions and demonstrations,love
59465,i feel troubled when i feel like i have given up on anything,sadness
44257,i feel like other people want me to too and then the cycle continues because i feel guilty which kicks me back into those same ol feelings,sadness
104383,i really started to feel that the ica was an association worth supporting and maybe something that id enjoy being a part of,joy
91144,i just want someone to sympathize with me that what i am feeling is ok and holy cow i am valid for feeling this way in some weird twisted way by asking for sympathy i feel i am stealing sympathy from someone else who has it worse off lt holy amp t do you see how messed up and female i sound,joy
2341,i do an enema i feel amazing,surprise
10627,i even feel a bit confused,fear
112535,i think that it is the one site that has truly made me hella smile and feel reassured that there are morally good and kind individuals in this world,joy
127873,ill feel fab yah but im not right now so im just a ball of freaking out so im also reading up on babyness lynn let me use her book so when a ladys egg is released it can stay alive and well and ready to be fertilized for up to hours,joy
64238,i feel so strongly for this one or will it be more casual because ive done it all before,joy
97315,i used to think that i was protecting people by hiding out when i was feeling gloomy but i now believe that exposing our true selves as often as possible and being real with one another is the only way that we will escape ourselves and enter into the world that is made up of so many relationships,sadness
4109,i am doing now is not gods will so i will not receive his blessings i do not have any abilities to do what god wants me to do or feel that the situation we are in is extraordinarily unpleasant and its not that easy to be solved,sadness
9994,i am not feeling all that creative today,joy
119429,i was feeling increasingly confident that not only did bella not require hospital admission but that she was capable of caring for her children,joy
44055,i feel like my mind is so blank,sadness
4707,i am feeling broke emotionally physically and mentally,sadness
18248,i didnt feel this homesick while in oregon but probably only because i still felt close,sadness
67717,i hate feeling helpless by amy beck day ago,sadness
15339,i feel surprisingly sympathetic,love
101138,i was feeling my body reach up for his fingers aching for it to be more than a finger,sadness
59877,i feel respected and significant as a client when this happens,joy
104669,i recommend it due to the presence of sugars processing and possibly trans fat most people feel that pleasant chocolate happy feeling,joy
101264,i was feeling pretty crappy for a couple days,sadness
1624,i am feeling today while it surely is a longing to hold you in my arms it is also the pain of admitting that we are probably at the end,love
10553,i feel like crap and have for a week and gary in his most supportive voice keeps suggestiving i have swine flu,love
138071,im super picky so there are a few minor things that are bugging me but i think the overall look and feel is perfect,joy
33245,i remember reading it feeling terrified at the thought and simply enthralled in how brilliant it was of a concept,fear
27474,i even appreciate the feelings of being carefree,joy
37916,i feel lame even mentioning these,sadness
10774,i believe feeling duality suffering soul growth in an upright position is a card of action telling of an ending or a decline or a change of direction often one associated with emotions,sadness
11748,i feel like im treading on delicate ground since i dont want to say anything idd regret,love
18833,i feel insulted by the racist idiots russian ministers not shaking his hand,anger
10394,i became sick of feeling rotten after eating and now i enjoy food and how it makes me feel afterwards,sadness
33242,im left feeling nostalgic and lonely,love
22960,i dunnno i just feel sorta discontent but im tired and stuff i just wanna go to bed,sadness
39933,i feel i m special because i experience many different things that people here never experienced before,joy
10807,i feel like i am being held up by so many supportive people right now and i feel truly blessed,love
117061,i want to remember every feeling of this sweet life in my womb,joy
6008,i do you ll forgive a lot but you can t help but feel that the supporting material and cast isn t really up to par,love
7930,i did feel just how insecure i was today simply cause i didn t know any better,fear
67487,i hadn t waited until morning to arrive and i was still feeling displaced and alone,sadness
935,i am especially in tears when i read messages sent from abroad hellip especially when i think how cassiopeia members are feeling ishihara pd nov ishihara pd is so considerate about our international friends,love
35299,i feel i am being unpleasant boring whining ridiculous,sadness
87215,i remember feeling sort of numb like it couldn t really be happening but i was thrilled beyond belief at the same time,sadness
9693,i criticize our strength and courage when i feel it is instead stubborn cowardice,anger
99664,i was doomed because there werent that many asians and girls werent really feeling me but i was also doomed because if we get down to the food the food was different for me too,sadness
15594,i could feel the blank incomprehension on my face,sadness
53025,i feel lucky when i think about all the kids who are starting to become my closest friends and my host sister mayra who has already become an influential figure into the development of who i am,joy
42998,ill feel insecure again in the future,fear
67496,i hadnt finally been able to loosen up a good bit around this whole topic i would feel quite embarrassed at my pomp and circumstance from my a href http nonnativebilingualism,sadness
76004,i feel clever ish,joy
36574,i think i am much more like piglet a very small animal who feels always timid and vulnerable,fear
92802,i struggle intensely more than i care to admit with feeling unloved and unlovable,sadness
19906,i have a good feeling about the year to come as i did about last year god was so faithful with this job a wonderful guy in my life supportive family and many wonderful new opportunities to be stretched and grow and most importantly a direction and renewed purpose,love
68957,i feel that the only way to have a successful and happy child that is deaf would be to live in a deaf community where being deaf is the norm,joy
6116,i don t feel god s gentle hands pushing me one way i don t feel that warm gentle breeze of the holy spirit tickling the hairs on the back of my neck enveloping me and carrying me to the right path,love
11943,i can feel my joints aching already and i did prac,sadness
13453,i feel my face get hot,love
30386,i feel disappointed because i feel rejected and feel a sense of failure for not being able to keep that friendship alive,sadness
13363,i woke up feeling dazed and confused,surprise
3840,i am going to make a concerted effort to get on top of the unfinished items and try to relax and enjoy sewing without feeling pressured,fear
89035,i should go somewhere and feel abused by people,sadness
103802,i was starting to feel homesick and actually started to tear up when i saw the lone star states bold flag flying level with the american flag of course over texas roadhouse and had to talk my husband into dinner there just so i could get a little feeling of home,sadness
12878,i dunno was feeling rebellious and when the bus came i refused to get on right,anger
21544,i don t understand why you feel so offensively ugly she said handing me back the paper,sadness
43960,i feel like my kids are going to look at this and realize how completely horrible my grammar is and just decide to drop out of school,sadness
85534,i read the package insert and it leaves me feeling blank,sadness
129949,im feeling better so hopefully things start falling back into the old routine,joy
4592,i am starting to learn that feeling uncomfortable is ok when it comes to pushing myself,fear
15088,i feel as though as a teacher i am a version of the mad scientist dr,anger
39413,i mentioned that i have been feeling a little stressed about today it really could have gone either way but god just totally blew me away,anger
61870,i feel so eager to prove to my friend that im not like that,joy
99058,i might feel amazing i would probably think ask for my story who knew it,joy
121062,i was in a really good mood at work and was feeling playful,joy
98101,i want something a bit more comforting like john not readings that make me feel inadequate like acts,sadness
47050,i wanted to upload photos here then after looking through the photos i felt happier i wonder why but now im feeling grumpy again while typing this and now i hear news song share playing i feel better again,anger
363,i was diving below the ice,fear
137588,im so unsure of how to feel this has happened to me before but the situation resolved itsself not long after,joy
16406,i created an action plan that i now use whenever i start to feel homesick and here it is,sadness
1362,sometime ago i felt very angry when my mother wrote me telling me that my elder sister was messing up things at home by her internalised aggressive attitude towards parents and her husband,anger
82344,i might not be good at displaying my feelings but honestly being sentimental has always been a part of me,sadness
72436,i have to be somewhere in just over hours but there have been a few big things going on in the works that i feel like would be foolish not to reflect on at some point,sadness
21276,i didn t feel particularly welcomed by the family but since it wasn t hostile i didn t really care,joy
32684,im feeling pretty nostalgic,love
109114,i still feel anything but strong but i am also quite surprised ive had the strength to survive without him so far,joy
121549,i was not happy about simmons expressed to me that he feels it goes against the laws of nature for men to be faithful or to marry and men marry only in response to female manipulation,joy
104843,i remember creeping noiselessly into the great hall where the little people were sleeping in the moonlight that night weena was among them and feeling reassured by their presence,joy
34136,i shut down i lose interest in everything i feel paranoid lonely,fear
46604,i want more am feeling greedy oh yeah,anger
107150,i wont feel bad about myself,sadness
57908,i feel proud that i finished the minute run to celebrate i ll strut around the gym with my badge of honour like the other members owe me something,joy
28079,i feel suckered and resentful,anger
52752,im feeling bitchy days,anger
6546,i can thank the person who invited me and let them know i appreciated the invitation and then support the artist another way it doesnt have to be through an event where im going to feel uncomfortable and am only going to for arbitrary reasons,fear
120295,ive found myself drawn more and more to the ones who perhaps feel a little more foolish the ones who dont seem as naturally gifted the ones like me who finally wake up one morning and realize what theyve let their body turn into and whove decided to do something about it,sadness
57221,ive read it a handful of times already i opened up the guardian by nicholas sparks and i am not feeling dissatisfied,anger
8242,i feel blessed and safe that nothing to terrible happened regarding the storms,love
116730,im really not much good to my kitties or anyone else when i feel so crappy,sadness
29439,i was feeling nostalgic today and going through some of my photos on facebook and i had the realization that i am really really lucky,love
28495,i feel blank i feel this way when i feel this way because i think i core belief of self,sadness
67364,i feel that i my acceptance of the fact i have become slightly complacent with the things that i had always disliked about introversion,joy
113703,im feeling slightly out of the loop so i broke down decided not to wait months to get a copy from the library and slapped down a gift card,sadness
31738,i go into feeling repulsed and disgusted and pity because i think that the acne on my chest will never go away,anger
14257,i feel all fucked up,anger
8885,i am glad that i waited until my contractions were painful so at least i know what painful contractions feel like but i am so glad that i didnt have to endure them for long,joy
63330,i feel so much more lively with my new routine,joy
19430,i feel shaky when i eat fruit please help if you can,fear
59530,i feel relaxed theres no pressure to do anything during the fall,joy
41588,i remember feeling a tad envious of all that unbridled latin lust,anger
106557,i seem to remember it was gold dust not willy wonka style gold tickets but i m feeling generous and although i liked the new faceplate for me the redesign just didn t work,joy
2980,i always feel so defeated by my body,sadness
9528,i don t feel particularly insecure when i m not wearing it though,fear
48052,i was feeling like a crapbag and pissed at the same time,anger
52457,i feel so extraordinarily sorrowful when i hear her stories of how people treated her,sadness
122116,i was still feeling ok but the pain in the legs was growing,joy
12564,i was barely coping with halfway through packing up the house to move nowhere to go no income and feeling quite dazed i began to learn how to be alone,surprise
8639,i am so grateful for my moment of clarity but yet i do feel sad about losing my baptist boy of today,sadness
127374,id hoped it would be but now im here and i feel amazing all the time,joy
99624,i was different than my dormmates and while they sometimes tried to include me in the fun i had the distinct feeling that my train of thought was unwelcome and that i was very different from everyone else there which led to a feeling of frustration at being unable to express myself,sadness
2985,i by no means feel naughty and have to force personally to help you masturbate,love
54029,im feeling rushed and my hands are too full to do what i want to greet her with but i get the autograph i want,anger
1437,there was a cup final match between limbe leaf wanderers and silver strikers and someone promised to give me some money for admission fee to watch this game unfortunately he did not give me,anger
62381,i feel so honored and humbled to be included in their community,joy
11579,i don t even feel bitter,anger
15566,i feel like death is my only option but i am to afraid to commit that sin,fear
42602,i feel it s vital to engage with patients at every opportunity on what good nutrition looks like and dispel some of the myths good examples are in consultations where patients present with cancer anxiety or ibs,joy
59726,i feel unfortunate for the people who know me,sadness
30305,i literally turn away from feelings that are restless depressed or anything other than perfect peace,fear
7812,i feel an obligation to acknowledge that while i liked this novel i didnt love it the way i love the english patient,love
106623,i sent the email it only took about hours to feel relieved and begin to forget all the stress and strain my board job entailed,joy
49539,i feel like living in a dream of fairytale w u as the handsome charming prince,joy
951,when my grandmother died having to see my mother weep,sadness
